#BOS,flight
وجود,O
دارد,O
#EOS,3265
#BOS,ground_service
خدمات,O
لیموزین,B-transport_type
در,O
تورنتو,B-city_name
چیست,O
#EOS,3266
#BOS,flight
می‌توانم,O
لیست,O
پرواز‌ها,O
از,O
مینپلیس,B-fromloc.city_name
به,O
لانگ,B-toloc.city_name
بیچ,I-toloc.city_name
کالیفرنیا,B-toloc.state_name
در,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
را,O
داشته,O
باشم,O
#EOS,3267
#BOS,flight
چه,O
پروازهایی,O
با,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
از,O
ال‌ای,B-fromloc.airport_name
گاردیا,I-fromloc.airport_name
برای,O
سن,B-toloc.city_name
خوزه,I-toloc.city_name
انجام,O
می‌شود,O
و,O
حدود,B-arrive_time.time_relative
ساعت,O
۱۰,B-arrive_time.time
شب,I-arrive_time.time
می‌رسد,O
#EOS,3268
#BOS,flight
پرواز,O
با,O
هواپیمای,O
دلتا,B-airline_name
از,O
تورنتو,B-fromloc.city_name
به,O
سن,B-toloc.city_name
دیگو,I-toloc.city_name
با,O
یک,O
توقف,O
در,O
دی‌سی,B-stoploc.state_code
پیدا,O
کنید,O
#EOS,3269
#BOS,flight
پروازهای,O
یک,B-round_trip
طرفه,I-round_trip
از,O
دیترویت,B-fromloc.city_name
به,O
وستچستر,B-toloc.city_name
کاونتی,I-toloc.city_name
را,O
نشانم,O
بده,O
#EOS,3270
#BOS,flight
ایا,O
می‌توانم,O
لیست,O
پروازهای,O
چهارشنبه,B-depart_date.day_name
از,O
مینیاپولیس,B-fromloc.city_name
به,O
لانگ,B-toloc.city_name
بیچ,I-toloc.city_name
کالیفرنیا,B-toloc.state_name
را,O
داشته,O
باشم,O
#EOS,3271
#BOS,airfare
هزینه,O
بوستون,B-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
با,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
چقدر,O
است,O
#EOS,3272
#BOS,flight
لطفا,O
همه,O
پروازها,O
از,O
اتلانتا,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
برای,O
چهارشنبه,B-depart_date.day_name
و,O
پنجشنبه,B-depart_date.day_name
را,O
لیست,O
کن,O
#EOS,3273
#BOS,airfare
کرایه,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
زیر,B-cost_relative
۱۰۰۰,B-fare_amount
دلار,I-fare_amount
#EOS,3274
#BOS,flight
همه‌,O
پروازهای,O
پیتزبورگ,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
را,O
لیست,O
کن,O
#EOS,3275
#BOS,flight
ایا,O
میدوست,B-airline_name
اکسپرس,O
برای,O
ایندیاناپولیس,B-city_name
خدمات,O
دارد,O
#EOS,3276
#BOS,meal
ایا,O
از,O
اتلانتا,B-fromloc.city_name
به,O
بی‌دابلیو‌آی,B-toloc.airport_code
با,O
پرواز,O
۲۱۰,B-flight_number
خطوط,B-airline_name
هوایی,I-airline_name
ایسترن,I-airline_name
وعده,B-meal
غذایی,I-meal
به,O
من,O
داده,O
می‌شود,O
#EOS,3277
#BOS,flight
من,O
دوست,O
دارم,O
از,O
دنور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
بروم,O
و,O
دوست,O
دارم,O
به,O
انجا,O
بروم,O
#EOS,3278
#BOS,abbreviation
کد,O
محدودیت,O
ای‌پی,B-restriction_code
۸۰,I-restriction_code
چیست,O
#EOS,3279
#BOS,aircraft
خطوط,B-airline_name
هوایی,I-airline_name
ایسترن,I-airline_name
چه,O
هواپیمایی,O
برای,O
رفتن,O
از,O
اتلانتا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
قبل,B-depart_time.time_relative
از,I-depart_time.time_relative
6,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
استفاده,O
میکند,O
#EOS,3280
#BOS,flight
در,O
مورد,O
پرواز,O
از,O
اتلانتا,B-fromloc.city_name
و,O
رفتن,O
به,O
شارلوت,B-toloc.city_name
کارولینای,B-toloc.state_name
شمالی,I-toloc.state_name
در,O
روز,O
دوشنبه,B-depart_date.day_name
اینده,B-depart_date.date_relative
بگویید,O
همچنین,O
در,O
مورد,O
پرواز,O
هایی,O
که,O
بین,O
۴۱۵,B-arrive_time.start_time
تا,O
۵۳۰,B-arrive_time.end_time
بعد,I-arrive_time.end_time
از,I-arrive_time.end_time
ظهر,I-arrive_time.end_time
به,O
شارلوت,B-toloc.city_name
می‌رسد,O
#EOS,3281
#BOS,flight
تمام,O
پروازها,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,3282
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
را,O
در,O
واشنگتن,B-city_name
دی‌سی,B-state_code
به,O
من,O
نشان,O
دهید,O
#EOS,3283
#BOS,quantity
امروز,B-depart_date.today_relative
پروازهای,O
فرست,B-class_type
کلاس,I-class_type
یونایتد,B-airline_name
از,O
همه,O
شهرها,O
چند,O
پرواز,O
دارد,O
#EOS,3284
#BOS,quantity
چه,O
تعداد,O
پرواز,O
یونایتد,B-airline_name
به,O
سن,B-toloc.city_name
فرانسیسکو,B-toloc.city_name
وجود,O
دارد,O
#EOS,3285
#BOS,flight
تمام,O
پروازهای,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
لس,B-fromloc.city_name
انجلس,I-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
تا,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
۵,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
سه,B-arrive_date.day_name
شنبه,I-arrive_date.day_name
را,O
نشان,O
بده,O
#EOS,3286
#BOS,flight
تمام,O
پروازها,O
از,O
واشنگتن,B-fromloc.city_name
دی‌سی,B-fromloc.state_code
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
در,O
روز,O
دوازده,B-depart_date.day_number
نوامبر,B-depart_date.month_name
#EOS,3287
#BOS,flight
پروازهای,O
کانزاس,B-fromloc.city_name
سیتی,I-fromloc.city_name
به,O
شیکاگو,B-toloc.city_name
را,O
به,O
من,O
بدهید,O
که,O
چهارشنبه,B-depart_date.day_name
اینده,B-depart_date.date_relative
حرکت,O
کرده,O
و,O
حدود,B-arrive_time.time_relative
۷,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
به,O
شیکاگو,B-toloc.city_name
برسد,O
#EOS,3288
#BOS,flight
تمام,O
پروازهای,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
نیویورک,B-fromloc.city_name
به,O
وگاس,B-toloc.city_name
که,O
یکشنبه,B-arrive_date.day_name
می‌رسند,O
را,O
بهم,O
بده,O
#EOS,3289
#BOS,flight
به,O
من,O
همه,O
پروازهایی,O
که,O
از,O
بالتیمور,B-fromloc.city_name
اوکلند,B-fromloc.city_name
و,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
می‌رسند,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,3290
#BOS,flight
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
چه,O
پروازهایی,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
دارد,O
#EOS,3291
#BOS,flight
نظرت,O
درباره,O
پروازهای,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
دیگو,I-toloc.city_name
چیست,O
#EOS,3292
#BOS,flight_time
زمان,B-flight_time
خروج,I-flight_time
اخرین,B-flight_mod
پرواز,O
در,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
از,O
دنور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
چیست,O
#EOS,3293
#BOS,airfare
ارزان‌ترین,B-cost_relative
نرخ,O
کرایه,O
از,O
بوستون,B-fromloc.city_name
به,O
فورت,B-toloc.city_name
ورس,I-toloc.city_name
را,O
می‌خواهم,O
#EOS,3294
#BOS,flight
در,O
صبح,B-depart_time.period_of_day
بیست,B-depart_date.day_number
و,I-depart_date.day_number
هفت,I-depart_date.day_number
ماه,O
اوت,B-depart_date.month_name
پرواز,O
یونایتد,B-airline_name
از,O
بالتیمور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
وجود,O
دارد,O
#EOS,3295
#BOS,airline
کدام,O
خطوط,O
هوایی,O
بین,O
بوستون,B-fromloc.city_name
و,O
اتلانتا,B-toloc.city_name
پرواز,O
می‌کنند,O
#EOS,3296
#BOS,flight
زودترین,B-flight_mod
پرواز,O
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
بوستون,B-toloc.city_name
که,O
نهم,B-arrive_date.day_number
نوامبر,B-arrive_date.month_name
برسد,O
کدام,O
است,O
#EOS,3297
#BOS,flight
تمام,O
پروازها,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,3298
#BOS,flight_no
من,O
سعی,O
دارم,O
تا,O
شماره,O
پرواز,O
یک,O
پروازی,O
که,O
به,O
یو‌اس,B-airline_name
ایر,I-airline_name
از,O
اورلاندو,B-fromloc.city_name
به,O
کلیولند,B-toloc.city_name
هست,O
و,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
۱۰,B-arrive_time.time
شب,I-arrive_time.time
میرسد,O
را,O
پیدا,O
کنم,O
#EOS,3299
#BOS,flight_time
زمان,B-flight_time
پروازهای,O
کوچ,B-class_type
بین,O
بوستون,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
برای,O
چهارشنبه,B-depart_date.day_name
را,O
نشان,O
بده,O
#EOS,3300
#BOS,flight
پروازهایی,O
که,O
از,O
دنور,B-fromloc.city_name
کلورادو,B-fromloc.state_name
به,O
پیتسبرگ,B-toloc.city_name
پنسیلوانیا,B-toloc.state_name
و,O
روز,O
چهارشنبه,B-depart_date.day_name
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۵,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
هستند,O
را,O
نشان,O
بده,O
#EOS,3301
#BOS,airfare
کرایه,O
پروازها,O
بین,O
اتلانتا,B-fromloc.city_name
و,O
دی‌اف‌دبلیو,B-toloc.airport_code
با,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
چقدر,O
است,O
#EOS,3302
#BOS,flight
پروازهای,O
بین,O
سن‌خوزه,B-fromloc.city_name
و,O
هیوستون,B-toloc.city_name
را,O
لیست,O
کن,O
#EOS,3303
#BOS,flight
اخرین,B-flight_mod
پرواز,O
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
چیست,O
#EOS,3304
#BOS,flight
من,O
در,O
تلاش,O
هستم,O
تا,O
شنبه,B-depart_date.day_name
بیست,B-depart_date.day_number
و,I-depart_date.day_number
دوم,I-depart_date.day_number
از,O
کانزاس,B-fromloc.city_name
سیتی,I-fromloc.city_name
به,O
بربنک,B-toloc.city_name
پرواز,O
پیدا,O
کنم,O
#EOS,3305
#BOS,flight
چه,O
پروازهایی,O
از,O
شهرهای,O
مختلف,O
در,O
فرودگاه,B-toloc.airport_name
بین,I-toloc.airport_name
المللی,I-toloc.airport_name
جنرال,I-toloc.airport_name
میشل,I-toloc.airport_name
فرود,O
می‌ایند,O
#EOS,3306
#BOS,airline
کدام,O
شرکت‌های,O
هواپیمایی,O
از,O
بوستون,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
پرواز,O
می‌کنند,O
#EOS,3307
#BOS,flight
چه,O
پروازهایی,O
فینیکس,B-fromloc.city_name
را,O
ترک,O
می‌کنند,O
#EOS,3308
#BOS,flight
چه,O
پرواز‌های,O
بوستون,B-fromloc.city_name
را,O
ترک,O
می‌کنند,O
و,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
7,B-arrive_time.time
صبح,I-arrive_time.time
به,O
فیلادلفیا,B-toloc.city_name
می‌رسند,O
#EOS,3309
#BOS,airline
کدام,O
شرکت,O
هواپیمایی,O
بیشترین,B-mod
ورود,O
به,O
اتلانتا,B-toloc.city_name
را,O
دارد,O
#EOS,3310
#BOS,flight
تمام,O
پروازهای,O
پیتسبرگ,B-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
که,O
بعد,B-arrive_time.time_relative
از,I-arrive_time.time_relative
۱۰,B-arrive_time.time
صبح,I-arrive_time.time
وارد,O
می‌شوند,O
#EOS,3311
#BOS,flight
چگونه,O
می‌توانم,O
از,O
بوستون,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
بروم,O
و,O
در,O
همان,B-return_date.date_relative
روز,I-return_date.date_relative
برگردم,O
و,O
بیشترین,O
ساعات,O
را,O
در,O
اتلانتا,B-toloc.city_name
روی,O
زمین,O
داشته,O
باشم,O
#EOS,3312
#BOS,flight
نمایش,O
تمام,O
پروازها,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
در,O
دوم,B-depart_date.day_number
اوت,B-depart_date.month_name
#EOS,3313
#BOS,flight
ارزان‌ترین,B-cost_relative
پروازها,O
دوطرفه,B-round_trip
را,O
از,O
نیویورک,B-fromloc.city_name
به,O
سن,B-toloc.city_name
خوزه,I-toloc.city_name
به,O
من,O
نشان,O
بده,O
#EOS,3314
#BOS,airline
خطوط,O
هوایی,O
اچ‌پی,B-airline_code
را,O
تعریف,O
کن,O
#EOS,3315
#BOS,flight
پروازهای,B-airline_name
یو‌اس,I-airline_name
ایر,I-airline_name
برای,O
چهارشنبه,B-depart_date.day_name
بعدی,B-depart_date.date_relative
از,O
کلیولند,B-fromloc.city_name
به,O
میامی,B-toloc.city_name
#EOS,3316
#BOS,flight
پروازهای,B-airline_name
خطوط,I-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
از,O
دنور,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
رو,O
به,O
من,O
نشان,O
دهید,O
#EOS,3317
#BOS,flight
ایا,O
میتوانم,O
یک,O
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
با,O
یک,O
توقف,O
در,O
دنور,B-stoploc.city_name
داشته,O
باشم,O
#EOS,3318
#BOS,flight
من,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
دوشنبه,B-depart_date.day_name
به,O
یک,O
پرواز,O
از,O
لس,B-fromloc.city_name
انجلس,I-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
نیاز,O
دارم,O
#EOS,3319
#BOS,flight
پروازها,O
از,O
سینسیناتی,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
را,O
نشان,O
دهید,O
#EOS,3320
#BOS,flight
چگونه,O
می‌توانم,O
از,O
بوستون,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
بروم,O
#EOS,3321
#BOS,flight
پروازهای,O
شنبه,B-depart_date.day_name
و,O
یکشنبه,B-depart_date.day_name
از,O
میلواکی,B-fromloc.city_name
به,O
فینیکس,B-toloc.city_name
را,O
در,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
نشانم,O
بده,O
#EOS,3322
#BOS,flight
تمام,O
پروازهای,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
در,O
روز,O
پنجشنبه,B-depart_date.day_name
که,O
تا,B-arrive_time.time_relative
ساعت,O
۱۰,B-arrive_time.time
صبح,I-arrive_time.time
برسند,O
#EOS,3323
#BOS,flight_time
بسیارخوب,O
زمان,B-flight_time
پروازهای,I-flight_time
صبح,B-depart_time.period_of_day
بیستم,B-depart_date.day_number
سپتامبر,B-depart_date.month_name
از,O
پیتسبرگ,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
را,O
بده,O
#EOS,3324
#BOS,flight
در,O
حال,O
حاضر,O
من,O
به,O
یک,O
پرواز,O
در,O
روز,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
از,O
فینیکس,B-fromloc.city_name
به,O
دیترویت,B-toloc.city_name
نیاز,O
دارم,O
#EOS,3325
#BOS,flight
لیستی,O
از,O
پروازهای,O
بین,O
پیتسبرگ,B-fromloc.city_name
و,O
بالتیمور,B-toloc.city_name
را,O
به,O
من,O
بدهید,O
#EOS,3326
#BOS,flight
پروازهای,O
روزانه,B-flight_mod
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
دنور,B-toloc.city_name
#EOS,3327
#BOS,flight
پروازها,O
از,O
شارلوت,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
#EOS,3328
#BOS,distance
فاصله,O
فرودگاه,B-fromloc.airport_name
سالت,I-fromloc.airport_name
لیک,I-fromloc.airport_name
سیتی,I-fromloc.airport_name
از,O
سالت,B-toloc.city_name
لیک,I-toloc.city_name
سیتی,I-toloc.city_name
چقدر,O
است,O
#EOS,3329
#BOS,flight
پروازهای,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
شهر,O
نیویورک,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
رو,O
بده,O
#EOS,3330
#BOS,flight
پروازهای,O
چهارشنبه,B-depart_date.day_name
از,O
دنور,B-fromloc.city_name
به,O
دی‌سی,B-toloc.state_code
به,O
من,O
نشان,O
بده,O
#EOS,3331
#BOS,flight
ایا,O
شرکت,O
میدوست,B-airline_name
اکسپرس,O
در,O
نشویل,B-city_name
خدمات,O
میدهد,O
#EOS,3332
#BOS,flight
پروازهای,O
دنور,B-fromloc.city_name
به,O
سمت,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
کدام,O
اند,O
#EOS,3333
#BOS,flight
چه,O
پروازهایی,O
در,O
دلتا,B-airline_name
از,O
بوستون,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
وجود,O
دارد,O
#EOS,3334
#BOS,flight
لیست,O
پروازهای,O
کنتیننتال,B-airline_name
از,O
دنور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
را,O
بهم,O
بده,O
#EOS,3335
#BOS,flight
تمام,O
پروازهای,O
روزانه,B-flight_days
بین,O
میلواکی,B-fromloc.city_name
و,O
اولاندو,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,3336
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
از,O
فرودگاه,B-fromloc.airport_name
بوستون,I-fromloc.airport_name
به,O
مرکز,O
شهر,O
بوستون,B-toloc.city_name
چجوریه,O
#EOS,3337
#BOS,flight
اخرین,B-flight_mod
پرواز,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
فرست,B-class_type
کلاس,I-class_type
که,O
از,O
دالاس,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
میتوانم,O
بگیرم,O
چیست,O
#EOS,3338
#BOS,flight
پرواز,O
بین,O
بوستون,B-fromloc.city_name
و,O
اتلانتا,B-toloc.city_name
هر,O
روزی,O
که,O
شد,O
ساعت,O
یک,B-depart_time.time
در,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
#EOS,3339
#BOS,airfare
کم,B-cost_relative
قیمت‌ترین,I-cost_relative
پروازهای,O
یک,B-round_trip
طرفه,I-round_trip
از,O
اتلانتا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
کدام,O
اند,O
#EOS,3340
#BOS,ground_service
من,O
می‌خواهم,O
از,O
سفر,O
زمینی,O
موجود,O
در,O
اتلانتا,B-city_name
مطلع,O
شوم,O
